Name,Owner,Description,GitHub URL,Repository Size,Number of stars,Number of forks,Number of open issues,List of topics,License,has_readme,has_contributing,has_code_of_conduct,has_pr_template,has_issue_template,contributors_count,commits_count,size,subscribers_count,watchers_count,languages,full_name,distros_present
mrpt_msgs,mrpt-ros-pkg,ROS messages for MRPT classes and objects,https://github.com/mrpt-ros-pkg/mrpt_msgs,128,6,3,0,mobile-robotics;mrpt;robotics;ros;ros2,BSD-3-Clause,True,True,False,False,False,9,147,128,2,6,CMake;Shell,mrpt-ros-pkg/mrpt_msgs,humble|jazzy|kilted
mrpt_path_planning,MRPT,Non-holonomic path planning algorithms for 2D robots/vehicles based on mrpt-nav,https://github.com/MRPT/mrpt_path_planning,1119,17,4,5,mrpt;navigation;path-planning;robotics;selfdriving;simulation,BSD-3-Clause,True,False,False,False,False,2,300,1119,3,17,C++;CMake;MATLAB;C,MRPT/mrpt_path_planning,humble|jazzy|kilted
mrt_cmake_modules,KIT-MRT,Automated catkin project handling framework,https://github.com/KIT-MRT/mrt_cmake_modules,1775,43,27,7,,BSD-3-Clause,True,False,False,False,False,18,1090,1775,4,43,CMake;Python,KIT-MRT/mrt_cmake_modules,humble|jazzy|kilted
mujoco_vendor,pal-robotics,ROS 2 vendor package for MuJoCo simulator,https://github.com/pal-robotics/mujoco_vendor,19,10,0,1,,Apache-2.0,True,False,False,False,False,2,36,19,2,10,CMake,pal-robotics/mujoco_vendor,humble|jazzy|kilted
multiple_topic_monitor,yukkysaito,,https://github.com/yukkysaito/multiple_topic_monitor,30,7,0,1,,Apache-2.0,True,False,False,False,False,1,14,30,1,7,Python,yukkysaito/multiple_topic_monitor,humble
mvsim,MRPT,Vehicle and mobile robotics simulator. C++ & Python API. Use it as a standalone application or via ROS 1 or ROS 2,https://github.com/MRPT/mvsim,10879,360,54,4,gazebo;mrpt;robotics;robots;ros;ros-node;ros2;sensors;simulation;vehicle-dynamics,BSD-3-Clause,True,False,False,False,False,9,1325,10879,9,360,C++;Python;CMake;Shell;C,MRPT/mvsim,humble|jazzy|kilted
myactuator_rmd,2b-t,"C++ and Python SDK for controlling actuators of the MyActuator RMD-X series over CAN, written in C++ with Python bindings",https://github.com/2b-t/myactuator_rmd,300,50,32,7,actuator;can;canbus;cpp;driver;linux;mit-cheetah;myactuator;pybind11;python;python-bindings;python3;rmd;rmd-x8;robotics;ros;ros2;sdk;socketcan;x8,MIT,True,False,False,False,False,2,141,300,3,50,C++;CMake;Python,2b-t/myactuator_rmd,humble
namoros,Chroma-CITI,A ROS2 Package for Multi-Robot Navigation Among Movable Obstacles,https://github.com/Chroma-CITI/namoros,20196,6,0,0,,MIT,True,False,False,False,False,2,82,20196,1,6,Python;C++;Shell;TeX;CMake;Dockerfile,Chroma-CITI/namoros,humble
namosim,Chroma-CITI,A mobile-robot navigation planner for navigating among movable obstacles,https://github.com/Chroma-CITI/namosim,37846,13,2,0,,MIT,True,False,False,False,False,2,1342,37846,1,13,Python;Shell;TeX;Dockerfile,Chroma-CITI/namosim,humble
nanoeigenpy,Simple-Robotics,"A support library for bindings between Eigen in C++ and Python, based on nanobind",https://github.com/Simple-Robotics/nanoeigenpy,740,19,6,11,,BSD-3-Clause,True,False,False,False,False,7,329,740,6,19,C++;Python;CMake;Nix;Shell;Batchfile,Simple-Robotics/nanoeigenpy,humble|jazzy|kilted
nao_button_sim,ijnek,,https://github.com/ijnek/nao_button_sim,43,1,1,1,,Apache-2.0,True,True,False,False,False,2,43,43,1,1,Python,ijnek/nao_button_sim,humble|jazzy|kilted
nao_meshes2,ros-naoqi,NAO robot meshes,https://github.com/ros-naoqi/nao_meshes2,24,2,1,2,,Other,True,False,False,False,False,3,18,24,7,2,Shell;CMake,ros-naoqi/nao_meshes2,humble
naoqi_bridge_msgs2,ros-naoqi,"Commonly used message and services inside ros-naoqi, for ROS2",https://github.com/ros-naoqi/naoqi_bridge_msgs2,22,2,2,1,,Apache-2.0,True,False,False,False,False,2,16,22,7,2,CMake,ros-naoqi/naoqi_bridge_msgs2,humble
naoqi_driver2,ros-naoqi,ROS2 driver for NAO and Pepper robots,https://github.com/ros-naoqi/naoqi_driver2,1271,17,16,11,,Apache-2.0,True,False,False,False,False,20,960,1271,5,17,C++;Python;CMake;Shell;Dockerfile;Promela,ros-naoqi/naoqi_driver2,humble
libqi,ros-naoqi,"naoqi_libqi ROS package, fork of the libqi repository",https://github.com/ros-naoqi/libqi,13107,2,4,0,,,True,False,False,False,False,19,7366,13107,0,2,C++;CMake;Lua;Python;Shell;C;EmberScript,ros-naoqi/libqi,humble|jazzy
libqicore,ros-naoqi,"naoqi_libqicore ROS package, fork of the libqicore repository",https://github.com/ros-naoqi/libqicore,21285,2,3,0,,,True,False,False,False,False,9,512,21285,0,2,Python;C++;CMake,ros-naoqi/libqicore,humble
ndt_omp,koide3,Multi-threaded and SSE friendly NDT algorithm,https://github.com/koide3/ndt_omp,1721,826,365,32,matching;multithreading;ndt;ndt-algorithm;pcl;point-cloud;registration;ros;scan-matching,BSD-2-Clause,True,False,False,False,False,14,63,1721,19,826,C++;Dockerfile;CMake,koide3/ndt_omp,humble
nebula,tier4,"A universal LiDAR and radar driver for ROS 2, supporting Hesai, Velodyne, Robosense and Continental sensors.",https://github.com/tier4/nebula,48630,99,83,38,ars548;autoware;continental;hesai;lidar;radar;robosense;ros2;velodyne,Apache-2.0,True,False,False,True,False,37,289,48630,32,99,C++;Python;CMake;Shell,tier4/nebula,humble
neo_nav2_bringup,neobotix,Common nav2 bringup package for all the neobotix robots,https://github.com/neobotix/neo_nav2_bringup,67,6,8,9,,Apache-2.0,True,False,False,False,False,2,30,67,2,6,Python;CMake,neobotix/neo_nav2_bringup,humble|jazzy|kilted
nerian_stereo_ros2,nerian-vision,"ROS 2 driver node for Scarlet, SceneScan and SP1 stereo vision sensors by Nerian Vision GmbH",https://github.com/nerian-vision/nerian_stereo_ros2,5681,2,2,0,,Other,True,False,False,False,False,1,55,5681,0,2,C++;CMake;Python,nerian-vision/nerian_stereo_ros2,humble
network_bridge,brow1633,"C++ package for bridging ROS2 over UDP, TCP, or a custom implemented network interface",https://github.com/brow1633/network_bridge,133,42,5,3,ros2;ros2-bridge;ros2-foxy;ros2-galactic;ros2-humble;ros2-iron;ros2-jazzy;ros2-rolling;tcp;udp,MIT,True,False,False,False,False,2,79,133,1,42,C++;Python;CMake,brow1633/network_bridge,humble|jazzy|kilted
network_interface,astuff,A platform-agnostic network interface for TCP and UDP communications. Intended for use with ROS nodes.,https://github.com/astuff/network_interface,124,11,12,3,ros;tcp-communication;udp-communication,MIT,True,False,False,False,False,10,124,124,4,11,C++;CMake,astuff/network_interface,humble
nicla_vision_ros2,ADVRHumanoids,ROS2 interface for the Arduino Nicla Vision board,https://github.com/ADVRHumanoids/nicla_vision_ros2,1341,10,2,0,arduino;gazebo;micropython;nicla-vision;ros2;sensors-data-collection,Apache-2.0,True,True,False,False,False,2,52,1341,2,10,Python;CMake,ADVRHumanoids/nicla_vision_ros2,humble|jazzy
nlohmann_json_schema_validator_vendor,open-rmf,A vendoring package for https://github.com/pboettch/json-schema-validator,https://github.com/open-rmf/nlohmann_json_schema_validator_vendor,50,0,3,2,,,True,False,False,False,False,5,25,50,9,0,CMake,open-rmf/nlohmann_json_schema_validator_vendor,humble|jazzy|kilted
nmea_hardware_interface,OUXT-Polaris,mea_to_geopose with ros2_control,https://github.com/OUXT-Polaris/nmea_hardware_interface,63,0,1,1,,Apache-2.0,True,True,False,False,False,5,58,63,4,0,C++;Python;CMake,OUXT-Polaris/nmea_hardware_interface,humble|jazzy|kilted
nmea_msgs,ros-drivers,nmea_msgs is a ROS package containing messages related to the NMEA standard,https://github.com/ros-drivers/nmea_msgs,24,37,28,0,gnss;gps;messages;nmea;ros,,True,False,False,False,False,7,24,24,9,37,CMake,ros-drivers/nmea_msgs,humble|jazzy|kilted
nmea_navsat_driver,ros-drivers,ROS package containing drivers for NMEA devices that can output satellite navigation data (e.g. GPS or GLONASS).,https://github.com/ros-drivers/nmea_navsat_driver,148,273,298,13,gps;hardware-drivers;python;robotics;ros,BSD-3-Clause,True,False,False,False,False,16,70,148,13,273,Python;CMake,ros-drivers/nmea_navsat_driver,humble|jazzy|kilted
nobleo_socketcan_bridge,nobleo,Simple wrapper around SocketCAN for ROS 2,https://github.com/nobleo/nobleo_socketcan_bridge,39,9,3,1,ros2;socketcan,Apache-2.0,True,False,False,False,False,5,30,39,3,9,C++;CMake,nobleo/nobleo_socketcan_bridge,humble|jazzy|kilted
nodl_to_policy,osrf,,https://github.com/osrf/nodl_to_policy,96,0,1,2,,Apache-2.0,True,True,False,False,False,3,44,96,2,0,Python,osrf/nodl_to_policy,humble|jazzy|kilted
nonpersistent_voxel_layer-release,SteveMacenski,Bloom Release Repository for the  nonpersistent_voxel_layer ,https://github.com/SteveMacenski/nonpersistent_voxel_layer-release,226,0,3,0,,,True,False,False,False,False,1,76,226,1,0,,SteveMacenski/nonpersistent_voxel_layer-release,humble|jazzy
ntpd_driver,vooon,This node convert ROS TimeReference message to ntpd-shm format.,https://github.com/vooon/ntpd_driver,60,18,7,0,ntpd;ntpd-driver;ros;ros-node;shm,BSD-3-Clause,True,True,False,False,False,2,68,60,1,18,C++;Python;CMake,vooon/ntpd_driver,humble|jazzy|kilted
ntrip_client,LORD-MicroStrain,ROS NTRIP client,https://github.com/LORD-MicroStrain/ntrip_client,88,103,80,22,nmea-sentences;ntrip;ntripclient;ros;ros-melodic;ros-noetic;ros2-foxy;ros2-galactic;rtcm,Other,True,False,False,False,False,4,36,88,7,103,Python;Makefile;CMake,LORD-MicroStrain/ntrip_client,humble|jazzy|kilted
numpy_ndarray_msgs,Geson-anko,A ROS2 package for transmitting NumPy ndarrays between ROS2 nodes.,https://github.com/Geson-anko/numpy_ndarray_msgs,110,2,0,0,messaging;numpy;python;ros2,MIT,True,True,False,True,False,1,73,110,2,2,Python;CMake;Shell;Dockerfile;Makefile,Geson-anko/numpy_ndarray_msgs,humble|jazzy
object_recognition_msgs,wg-perception,The description of the ROS messages/actionlib server for object recognition,https://github.com/wg-perception/object_recognition_msgs,75,2,26,1,,,False,False,False,False,False,3,103,75,11,2,,wg-perception/object_recognition_msgs,humble|jazzy|kilted
octomap_msgs,octomap,ROS package to provide messages and serializations / conversion for the OctoMap library,https://github.com/OctoMap/octomap_msgs,40,39,53,2,,,True,False,False,False,False,7,60,40,5,39,C++;CMake,OctoMap/octomap_msgs,humble|jazzy|kilted
octomap_ros,OctoMap,ROS package to provide conversion functions between ROS / PCL and OctoMap's native types.,https://github.com/OctoMap/octomap_ros,58,104,52,1,,,True,False,False,False,False,5,54,58,7,104,C++;CMake,OctoMap/octomap_ros,humble|jazzy|kilted
octomap_rviz_plugins,OctoMap,RViz display plugins for visualizing octomap messages in ROS,https://github.com/OctoMap/octomap_rviz_plugins,235,109,72,2,,BSD-3-Clause,True,True,False,False,False,17,114,235,9,109,C++;CMake,OctoMap/octomap_rviz_plugins,humble|jazzy|kilted
odom_to_tf_ros2,gstavrinos,A simple ros2 node that reads an odom topic and generates the equivalent tf connection,https://github.com/gstavrinos/odom_to_tf_ros2,37,10,9,1,,BSD-3-Clause,True,False,False,False,False,3,34,37,1,10,C++;CMake;Python,gstavrinos/odom_to_tf_ros2,humble|jazzy|kilted
olive-ros2-interfaces,olive-robotics,All ros2 interfaces for olive products,https://github.com/olive-robotics/olive-ros2-interfaces,342,0,0,0,,Apache-2.0,True,False,False,False,False,1,11,342,0,0,CMake,olive-robotics/olive-ros2-interfaces,humble
ompl-release,ros2-gbp,,https://github.com/ros2-gbp/ompl-release,35015,0,6,0,,,True,False,False,False,False,11,220,35015,3,0,,ros2-gbp/ompl-release,humble
perception_open3d,ros-perception,"Open3D analog to perception_pcl, containing conversion functions from Open3D to/from ROS types",https://github.com/ros-perception/perception_open3d,2261,170,35,8,,Apache-2.0,True,False,False,False,False,5,13,2261,10,170,C++;C;CMake,ros-perception/perception_open3d,humble|jazzy|kilted
openarm_ros2,reazon-research,ROS2 packages for OpenArm,https://github.com/enactic/openarm_ros2,70042,74,53,8,moveit2;ros2;ros2-control;urdf,Apache-2.0,True,True,True,False,False,15,118,70042,6,74,Python;C++;CMake;C;Shell;Dockerfile,enactic/openarm_ros2,humble
openeb_vendor,ros-event-camera,wrapper package around prophesee openeb library,https://github.com/ros-event-camera/openeb_vendor,29,0,0,0,,Apache-2.0,True,False,False,False,False,1,13,29,2,0,CMake,ros-event-camera/openeb_vendor,humble|jazzy|kilted
openni2_camera,ros-drivers,ROS wrapper for openni 2.0,https://github.com/ros-drivers/openni2_camera,278,66,101,12,drivers;rgbd;ros;ros2,BSD-3-Clause,True,False,False,False,False,27,244,278,14,66,C++;Python;Makefile;CMake;C,ros-drivers/openni2_camera,humble|jazzy|kilted
ortools_vendor-release,ros2-gbp,,https://github.com/ros2-gbp/ortools_vendor-release,353,0,4,0,,,True,False,False,False,False,3,121,353,4,0,,ros2-gbp/ortools_vendor-release,humble|jazzy|kilted
osqp_vendor,tier4,Vendor package for OSQP,https://github.com/tier4/osqp_vendor,22,5,7,4,,Apache-2.0,True,True,False,False,False,4,21,22,7,5,CMake,tier4/osqp_vendor,humble|jazzy|kilted
osrf_pycommon,osrf,"Commonly needed Python modules, used by Python software developed at OSRF",https://github.com/osrf/osrf_pycommon,218,8,21,7,,Apache-2.0,True,False,False,False,False,21,196,218,17,8,Python,osrf/osrf_pycommon,humble|jazzy|kilted
osrf_testing_tools_cpp,osrf,Common testing tools for C++ which are used for testing in various OSRF projects.,https://github.com/osrf/osrf_testing_tools_cpp,6587,38,33,10,,Apache-2.0,True,False,False,False,False,22,123,6587,11,38,C++;CMake,osrf/osrf_testing_tools_cpp,humble|jazzy|kilted
pal_gazebo_plugins,pal-robotics,Common Gazebo v1.9+ plugins used by the PAL Robotics robots,https://github.com/pal-robotics/pal_gazebo_plugins,213,2,22,2,,Apache-2.0,True,True,False,False,False,9,175,213,10,2,C++;CMake,pal-robotics/pal_gazebo_plugins,humble
pal_gazebo_worlds,pal-robotics,,https://github.com/pal-robotics/pal_gazebo_worlds,12981,19,12,2,,Apache-2.0,False,True,False,False,False,7,333,12981,8,19,Python;CMake,pal-robotics/pal_gazebo_worlds,humble
pal_maps,pal-robotics,,https://github.com/pal-robotics/pal_maps,208,1,2,0,,Apache-2.0,False,True,False,False,False,0,45,208,6,1,CMake,pal-robotics/pal_maps,humble
pal_sea_arm_moveit_config,pal-robotics,,https://github.com/pal-robotics/pal_sea_arm_moveit_config,68,0,1,0,,Apache-2.0,True,True,False,False,False,7,52,68,6,0,Python;Shell;EmberScript;CMake,pal-robotics/pal_sea_arm_moveit_config,humble
pal_urdf_utils,pal-robotics,,https://github.com/pal-robotics/pal_urdf_utils,3907,1,3,0,,Apache-2.0,False,True,False,False,False,10,143,3907,6,1,CMake,pal-robotics/pal_urdf_utils,humble
Pangolin,stevenlovegrove,Pangolin is a lightweight portable rapid development library for managing OpenGL display / interaction and abstracting video input.,https://github.com/stevenlovegrove/Pangolin,50497,2679,897,49,,MIT,True,False,False,False,False,70,2169,50497,57,2679,C++;C;CMake;Shell;Objective-C++;GLSL;Objective-C,stevenlovegrove/Pangolin,humble|jazzy|kilted
parameter_expression,ForteFibre,Using mathematical expression in ROS 2 parameter,https://github.com/ForteFibre/parameter_expression,22,7,0,0,ros2,Apache-2.0,True,False,False,False,False,1,10,22,0,7,C++;CMake,ForteFibre/parameter_expression,humble|jazzy
pcl_msgs,ros-perception,ROS package containing PCL-related messages ,https://github.com/ros-perception/pcl_msgs,18,11,26,0,,BSD-3-Clause,True,False,False,False,False,9,27,18,10,11,CMake,ros-perception/pcl_msgs,humble|jazzy|kilted
pepper_meshes2,ros-naoqi,Pepper robot meshes for ROS2,https://github.com/ros-naoqi/pepper_meshes2,22,3,2,2,,Other,True,False,False,False,False,2,20,22,7,3,Shell;CMake,ros-naoqi/pepper_meshes2,humble
performance_test_fixture,ros2,Test fixture and CMake macro for using osrf_testing_tools_cpp with Google Benchmark,https://github.com/ros2/performance_test_fixture,70,10,5,2,,Apache-2.0,True,True,False,False,False,10,47,70,18,10,C++;CMake;C,ros2/performance_test_fixture,humble|jazzy|kilted
ros2_persist_parameter_server,fujitatomoya,ROS2 parameter server which caches parameter into the storage if necessary and reload it during initialization.,https://github.com/fujitatomoya/ros2_persist_parameter_server,3380,115,22,2,,Apache-2.0,True,True,False,False,False,8,75,3380,5,115,HTML;C++;Python;Shell;CMake;Dockerfile,fujitatomoya/ros2_persist_parameter_server,humble|jazzy|kilted
ros2-phone-sensors,vtalpaert,"While many projects exist to control your robot from your phone, this project is the other way around; your phone is the robot' sensors ! Using a webpage served from a ROS node, your phone browser sends camera feed, IMU and GPS so that you may integrate the phone onto a mobile base",https://github.com/vtalpaert/ros2-phone-sensors,1476,4,0,0,gps-sensor;imu-sensor;phone-sensors;ros2;server,,True,False,False,False,False,1,50,1476,3,4,Python;JavaScript;HTML;Shell;CSS,vtalpaert/ros2-phone-sensors,humble|jazzy|kilted
pick_ik,PickNikRobotics,Inverse Kinematics solver for MoveIt,https://github.com/PickNikRobotics/pick_ik,223,90,25,9,,BSD-3-Clause,True,False,False,False,False,10,134,223,11,90,C++;CMake;Dockerfile,PickNikRobotics/pick_ik,humble|jazzy|kilted
picknik_ament_copyright-release,ros2-gbp,,https://github.com/ros2-gbp/picknik_ament_copyright-release,146,0,5,0,,,True,False,False,False,False,6,42,146,7,0,,ros2-gbp/picknik_ament_copyright-release,humble|jazzy|kilted
pinocchio,stack-of-tasks,A fast and flexible implementation of Rigid Body Dynamics algorithms and their analytical derivatives,https://github.com/stack-of-tasks/pinocchio,32695,3102,496,99,analytical-derivatives;automatic-differentiation;c-plus-plus;casadi;code-generation;conda;cppad;dynamics;fcl;kinematics;motion-planning;pinocchio;python;rigid-body-dynamics;robotics;ros;urdf,BSD-2-Clause,True,False,False,True,False,72,9960,32695,66,3102,C++;Python;CMake;Nix;Shell;Batchfile,stack-of-tasks/pinocchio,humble|jazzy|kilted
PlotJuggler,facontidavide,The Time Series Visualization Tool that you deserve.,https://github.com/facontidavide/PlotJuggler,53179,5682,752,157,chart;csv;labstreaminglayer;lua;mqtt;plot;px4;qt5;ros;rosbag;time-series;ulog;visualize-data,MPL-2.0,True,False,False,False,False,125,2622,53179,87,5682,C++;CMake;C;Python;Shell;QMake;Nix;Qt Script;Dockerfile;HTML;Batchfile,facontidavide/PlotJuggler,humble|jazzy|kilted
plotjuggler_msgs,facontidavide,Special ROS messages to send custom datapoints to PlotJuggler ,https://github.com/PlotJuggler/plotjuggler_msgs,17,9,9,1,,MIT,True,False,False,False,False,3,32,17,1,9,C++;CMake,PlotJuggler/plotjuggler_msgs,humble|jazzy|kilted
